,short_name,age,nationality,club_name,overall,potential,value_eur,wage_eur,player_positions,release_clause_eur,team_position,contract_valid_until,pace,shooting,passing,dribbling,defending,Forward,Mid,Back,GK
10922,Park Dae Won,22,Korea Republic,Suwon Samsung Bluewings,64,75,700000,1000,RB,1000000.0,SUB,2020.0,71.0,46.0,57.0,61.0,60.0,58.72727272727273,60.4,62.9,8.6
10923,Esquerdo,21,Spain,Valencia CF,64,75,775000,5000,"CAM, CM",1800000.0,RES,2024.0,63.0,51.0,63.0,66.0,37.0,61.72727272727273,62.8,50.7,8.8
10924,Marc Echarri,21,Spain,Rayo Vallecano,64,75,775000,2000,ST,1400000.0,SUB,2021.0,68.0,68.0,46.0,59.0,23.0,61.18181818181818,55.8,41.2,11.2
10925,Manu Garrido,19,Spain,CD Leganés,64,75,750000,2000,ST,1400000.0,SUB,2021.0,60.0,64.0,55.0,62.0,20.0,63.09090909090909,59.4,42.1,8.8
10926,A. Albanese,20,Belgium,Waasland-Beveren,64,75,775000,2000,"LM, RM, CAM",1300000.0,RM,2023.0,79.0,54.0,60.0,71.0,36.0,61.81818181818182,61.4,51.2,11.4
10927,S. Benchama,20,France,Montpellier HSC,64,75,775000,5000,"CM, CDM",1700000.0,RES,2023.0,73.0,57.0,65.0,69.0,54.0,64.27272727272727,66.4,61.6,8.0
10928,Z. Rogelj,20,Slovenia,WSG Tirol,64,75,700000,2000,"RB, RM",1200000.0,RB,2024.0,76.0,43.0,58.0,64.0,58.0,58.36363636363637,61.8,62.5,10.6
10929,Iván Bravo,19,Spain,RCD Mallorca,64,75,675000,1000,LB,1200000.0,RES,2021.0,76.0,33.0,49.0,61.0,61.0,51.27272727272727,55.6,61.6,11.8
10930,S. Wharton,22,England,Blackburn Rovers,64,74,675000,7000,"CB, LB",1400000.0,RES,2022.0,57.0,29.0,44.0,51.0,62.0,45.90909090909091,50.8,61.3,12.0
10931,T. Clarke,22,Republic of Ireland,Rotherham United,64,74,650000,7000,"LB, LM",1300000.0,SUB,2022.0,84.0,52.0,59.0,67.0,57.0,61.63636363636363,62.6,62.2,8.8
10932,J. Hernández,23,Mexico,Club Atlas,64,74,575000,2000,GK,1100000.0,RES,2022.0,29.25,30.25,15.0,28.75,13.333333333333334,22.545454545454547,25.2,24.5,64.4
10935,A. Zaccagno,23,Italy,Torino,64,74,575000,5000,GK,1100000.0,RES,2021.0,37.5,23.75,13.75,29.0,12.0,21.90909090909091,24.8,22.0,61.2
10936,Kenny Rocha Santos,20,Cape Verde,AS Nancy Lorraine,64,74,725000,1000,"CM, CDM",1400000.0,LDM,2022.0,68.0,52.0,63.0,68.0,56.0,63.27272727272727,66.0,62.2,8.8
10937,K. McAllister,21,Scotland,St. Mirren,64,74,725000,2000,"RM, LM, ST",1400000.0,RM,2022.0,84.0,63.0,59.0,67.0,26.0,64.18181818181819,61.4,46.0,9.8
10938,B. Figueroa,21,Mexico,U.N.A.M.,64,74,725000,2000,LM,1400000.0,SUB,2023.0,64.0,59.0,60.0,65.0,26.0,63.27272727272727,60.8,44.1,10.6
10939,Raul Asencio,22,Spain,Genoa,64,74,725000,4000,ST,1500000.0,RES,2023.0,70.0,61.0,51.0,61.0,24.0,62.72727272727273,58.0,43.5,9.0
10941,M. Léris,22,France,Sampdoria,64,74,725000,4000,"CM, ST",1500000.0,SUB,2024.0,59.0,63.0,62.0,63.0,61.0,64.18181818181819,65.2,63.9,9.2
10942,S. Baptiste,22,Grenada,Brentford,64,74,725000,8000,CM,1500000.0,SUB,2024.0,66.0,52.0,61.0,66.0,63.0,62.54545454545455,65.6,65.3,11.4
10944,S. Farhan,23,Saudi Arabia,Al Raed,64,74,675000,4000,CDM,1200000.0,RDM,2023.0,65.0,42.0,50.0,50.0,61.0,52.72727272727273,56.8,63.9,14.2
10945,F. Hörberg,21,Sweden,Östersunds FK,64,74,725000,1000,"RM, RWB",1100000.0,RWB,2023.0,85.0,48.0,57.0,65.0,45.0,60.36363636363637,62.0,56.1,11.6
10946,Duan Liuyu,21,China PR,Shandong Luneng TaiShan FC,64,74,725000,3000,"RM, CF, CAM",1300000.0,RM,2022.0,74.0,54.0,63.0,62.0,40.0,61.90909090909091,62.6,52.0,11.2
10947,M. Insaurralde,21,Argentina,Universidad Católica del Ecuador,64,74,725000,500,"CM, CDM",1700000.0,SUB,2023.0,73.0,51.0,63.0,68.0,51.0,64.54545454545455,66.4,61.1,9.8
10948,G. Traoré,20,France,Amiens SC,64,74,675000,1000,"CDM, CM",1400000.0,SUB,2021.0,57.0,39.0,58.0,63.0,62.0,54.27272727272727,59.8,63.2,9.6
10949,F. Sivetti,22,Argentina,Estudiantes de La Plata,64,74,675000,3000,"CDM, CM, RM",1100000.0,RES,2021.0,67.0,50.0,61.0,63.0,60.0,60.09090909090909,63.6,64.3,9.8
10950,Y. Kitala,22,France,FC Sochaux-Montbéliard,64,74,725000,2000,ST,1400000.0,SUB,2023.0,68.0,66.0,43.0,56.0,24.0,60.27272727272727,53.0,41.8,9.4
10951,C. Ngonge,20,Belgium,RKC Waalwijk,64,74,725000,2000,"RW, LW, ST",1200000.0,SUB,2023.0,78.0,62.0,49.0,71.0,31.0,64.54545454545455,59.8,48.7,9.4
10952,E. Sylvestre,20,France,OGC Nice,64,74,725000,5000,"RM, RW",1500000.0,SUB,2023.0,63.0,64.0,58.0,71.0,27.0,65.27272727272727,61.4,43.7,10.4
10953,Um Won Sang,21,Korea Republic,GwangJu FC,64,74,725000,1000,"RW, LW",1100000.0,RW,2023.0,90.0,55.0,54.0,66.0,38.0,61.81818181818182,60.2,51.3,10.4
10955,L. Brassier,20,France,Stade Rennais FC,64,74,650000,6000,"LB, CB",1400000.0,RES,2022.0,70.0,35.0,52.0,62.0,62.0,55.18181818181818,58.8,64.0,7.2
10956,Brian Araújo,20,Portugal,Gil Vicente FC,64,74,575000,1000,GK,1300000.0,SUB,2022.0,26.0,31.5,19.5,24.25,13.333333333333334,23.272727272727273,24.8,23.4,62.4
10957,M. van Ewijk,19,Netherlands,ADO Den Haag,64,74,625000,1000,RB,1000000.0,RB,2022.0,85.0,35.0,50.0,63.0,59.0,54.09090909090909,57.0,62.2,11.2
10958,R. Fernández,22,Uruguay,Centro Atlético Fénix,64,74,725000,500,"CM, CDM",1700000.0,RDM,2022.0,65.0,58.0,59.0,66.0,58.0,63.27272727272727,66.0,63.7,9.6
10959,Edi Semedo,21,Portugal,Os Belenenses,64,74,725000,2000,"RW, LW, ST",1700000.0,SUB,2023.0,86.0,50.0,54.0,68.0,24.0,61.54545454545455,59.0,43.1,12.0
10960,Leandro Silva,21,Brazil,Rio Ave FC,64,74,725000,2000,"LW, RW",1700000.0,RES,2024.0,72.0,61.0,60.0,69.0,25.0,63.45454545454545,60.8,43.2,10.0
10961,M. Okoye,20,Nigeria,Sparta Rotterdam,64,74,575000,1000,GK,949000.0,SUB,2022.0,24.75,28.5,34.25,26.0,16.666666666666668,26.272727272727273,33.2,29.8,62.2
10962,J. Mertens,20,Belgium,Waasland-Beveren,64,74,650000,2000,"RB, RM",1100000.0,SUB,2023.0,70.0,45.0,58.0,59.0,59.0,58.0,61.4,63.7,8.8
10963,F. Andueza,23,Uruguay,Club Plaza Colonia,64,74,675000,500,CB,1600000.0,RES,2024.0,61.0,32.0,47.0,54.0,62.0,49.45454545454545,53.8,62.9,10.2
10964,Afonso Sousa,20,Portugal,Os Belenenses,64,74,725000,1000,"LM, CAM",1700000.0,SUB,2024.0,67.0,50.0,59.0,69.0,38.0,61.27272727272727,63.2,52.1,10.8
10965,José Carlos,24,Spain,AD Alcorcón,64,73,625000,2000,"CB, LB",1100000.0,SUB,2022.0,40.0,37.0,53.0,54.0,65.0,47.63636363636363,55.0,64.5,7.8
10966,B. Saavedra,22,Chile,Coquimbo Unido,64,73,625000,750,LB,969000.0,SUB,2025.0,74.0,35.0,51.0,61.0,61.0,52.27272727272727,56.2,62.8,10.0
10967,J. Jones,22,England,Coventry City,64,73,700000,9000,"RW, LW, RM",1400000.0,SUB,2021.0,83.0,60.0,58.0,68.0,26.0,62.09090909090909,59.6,43.3,9.4
10968,J. Walton,22,England,Barnsley,64,73,550000,2000,GK,1100000.0,GK,2023.0,31.25,32.5,17.75,29.75,17.333333333333332,26.181818181818183,26.0,26.3,62.8
10969,L. de la Torre,22,United States,Heracles Almelo,64,73,700000,2000,"RM, CAM, LM",1200000.0,SUB,2022.0,68.0,52.0,61.0,69.0,41.0,62.18181818181818,62.6,49.7,10.8
10970,H. McKirdy,23,England,Port Vale,64,73,700000,3000,"LW, ST",1400000.0,SUB,2021.0,77.0,59.0,59.0,66.0,31.0,62.63636363636363,61.4,47.7,10.8
10971,C. Blackett-Taylor,22,England,Tranmere Rovers,64,73,700000,2000,"LM, LW",1400000.0,LM,2021.0,90.0,57.0,53.0,66.0,22.0,62.90909090909091,59.0,44.5,8.8
10973,Park Han Bin,22,Korea Republic,Daegu FC,64,73,675000,2000,"CM, CDM",979000.0,SUB,2020.0,41.0,47.0,62.0,59.0,58.0,57.90909090909091,63.6,62.6,12.8
10974,Kim Dae Won,23,Korea Republic,Daegu FC,64,73,700000,2000,"ST, LW",1000000.0,LM,2023.0,80.0,60.0,59.0,66.0,25.0,66.27272727272727,62.6,46.2,9.6
10975,A. Maldonado,22,Argentina,Club Atlético Banfield,64,73,625000,3000,CB,1100000.0,LCB,2024.0,51.0,32.0,37.0,42.0,66.0,43.0,47.4,61.2,10.0
10976,J. Gibbons,22,England,Port Vale,64,73,625000,3000,RB,1200000.0,SUB,2022.0,73.0,35.0,56.0,62.0,60.0,55.36363636363637,59.2,63.3,8.4
10977,K. Wilson,20,England,Forest Green Rovers,64,73,625000,3000,"RB, RWB",1200000.0,RWB,2022.0,79.0,39.0,54.0,63.0,58.0,56.90909090909091,60.2,62.2,11.2
10978,F. Götze,22,Germany,FC Augsburg,64,73,625000,5000,"CB, CDM",1300000.0,RES,2022.0,58.0,31.0,52.0,59.0,66.0,50.36363636363637,55.4,63.4,11.2
10979,T. Conechny,22,Argentina,Portland Timbers,64,73,700000,2000,"ST, CAM, LM",1200000.0,SUB,2020.0,79.0,62.0,56.0,67.0,24.0,65.81818181818181,62.0,43.7,9.6
10980,M. Farfan,21,United States,Portland Timbers,64,73,625000,1000,"LB, CB, CDM",1100000.0,SUB,2023.0,68.0,34.0,50.0,65.0,61.0,51.81818181818182,57.0,63.7,8.8
10981,D. Raum,22,Germany,SpVgg Greuther Fürth,64,73,625000,2000,"LB, LM",1100000.0,LB,2021.0,83.0,58.0,62.0,69.0,52.0,65.9090909090909,66.0,60.9,10.2
10982,L. Bengtsson,22,Sweden,BK Häcken,64,73,700000,2000,"LW, LM",1000000.0,LW,2022.0,85.0,54.0,54.0,65.0,36.0,62.09090909090909,60.8,50.1,9.4
10983,H. Delcroix,21,Belgium,RSC Anderlecht,64,73,650000,3000,CB,1100000.0,RES,2022.0,63.0,28.0,54.0,58.0,65.0,51.27272727272727,58.8,65.7,8.8
10985,R. Kolo Muani,21,France,FC Nantes,64,73,700000,5000,"ST, RW, LW",1500000.0,ST,2022.0,70.0,63.0,51.0,65.0,26.0,63.72727272727273,57.6,42.2,9.8
10986,S. Ambri,22,France,FC Sochaux-Montbéliard,64,73,700000,2000,"LM, ST",1400000.0,SUB,2022.0,84.0,61.0,53.0,68.0,25.0,64.72727272727273,60.2,44.0,11.0
10987,F. Knudsen,23,Norway,FK Haugesund,64,73,625000,950,CB,906000.0,RCB,2021.0,53.0,25.0,40.0,41.0,62.0,40.45454545454545,45.4,61.0,10.0
10988,H. Al Shamrani,23,Saudi Arabia,Al Ittihad,64,73,625000,6000,"CB, LB",1200000.0,LCB,2023.0,83.0,54.0,56.0,64.0,60.0,62.18181818181818,62.6,65.5,8.4
10989,Lee Jin Hyun,22,Korea Republic,Daegu FC,64,73,700000,2000,"CAM, CM",1000000.0,SUB,2023.0,74.0,54.0,65.0,66.0,47.0,62.36363636363637,65.2,56.5,9.4
10990,E. Massouema,23,France,ESTAC Troyes,64,73,675000,2000,"CM, CDM",1300000.0,SUB,2022.0,65.0,48.0,61.0,64.0,63.0,61.18181818181818,64.8,65.9,11.6
10991,N. Manzambi,23,Switzerland,Real Sporting de Gijón,64,73,700000,3000,ST,1300000.0,SUB,2022.0,76.0,62.0,49.0,65.0,24.0,62.90909090909091,56.2,42.3,9.8
10992,T. Bijleveld,22,Netherlands,Heracles Almelo,64,73,675000,2000,"CM, CAM",1100000.0,LDM,2021.0,66.0,52.0,66.0,69.0,54.0,62.0,65.6,60.5,9.8
10993,L. Lauberbach,22,Germany,Holstein Kiel,64,73,700000,4000,"ST, LM, CF",1200000.0,SUB,2022.0,70.0,62.0,58.0,64.0,39.0,64.0909090909091,62.6,53.1,9.4
10994,Y. Fekir,23,France,Real Betis,64,73,700000,5000,"LW, RW, CAM",1600000.0,RES,2021.0,73.0,56.0,60.0,70.0,30.0,62.63636363636363,60.8,47.8,9.2
10995,J. Tartarotti,20,Austria,SCR Altach,64,73,700000,3000,"CM, CAM, LM",1200000.0,LM,2023.0,65.0,57.0,64.0,67.0,60.0,63.27272727272727,66.0,64.9,12.2
10996,A. Khammas,21,Morocco,Waasland-Beveren,64,73,625000,2000,LB,1000000.0,LB,2023.0,77.0,33.0,60.0,70.0,56.0,57.90909090909091,63.6,62.0,10.8
10997,Steven Prieto,22,Spain,Real Oviedo,64,73,700000,3000,ST,1300000.0,RES,2021.0,62.0,64.0,49.0,62.0,26.0,62.0,57.0,44.7,9.6
10998,J. Candia,24,Bolivia,Club Blooming,64,73,625000,500,CB,1500000.0,RES,2021.0,54.0,30.0,34.0,32.0,67.0,36.63636363636363,40.2,60.0,11.0
10999,R. Faivre,21,France,Stade Brestois 29,64,73,700000,3000,CM,1500000.0,SUB,2024.0,61.0,53.0,65.0,65.0,58.0,61.54545454545455,65.2,62.7,13.8
11000,J. Salazar,23,Colombia,Millonarios FC,64,73,700000,1000,RM,1100000.0,SUB,2022.0,74.0,46.0,57.0,70.0,35.0,61.36363636363637,60.2,48.0,11.4
11001,F. Hornby,20,Scotland,Stade de Reims,64,73,700000,5000,ST,1500000.0,SUB,2024.0,61.0,64.0,49.0,60.0,24.0,61.81818181818182,55.6,42.0,10.6
11002,F. Chabrolle,22,France,Olympique de Marseille,64,73,700000,7000,"CAM, RW",1500000.0,SUB,2021.0,59.0,57.0,63.0,69.0,31.0,62.72727272727273,64.2,48.9,7.8
11003,I. Marega,22,France,La Berrichonne de Châteauroux,64,73,625000,1000,"CB, CDM",1200000.0,SUB,2022.0,38.0,35.0,53.0,53.0,61.0,50.63636363636363,56.8,63.0,11.0
11004,Lucas Ribeiro,21,Brazil,Sporting de Charleroi,64,73,700000,3000,RW,1200000.0,SUB,2022.0,74.0,61.0,57.0,67.0,27.0,63.18181818181818,60.4,45.2,13.0
11005,H. Ouro-Sama,22,Togo,LOSC Lille,64,73,625000,6000,CB,1300000.0,RES,2023.0,64.0,30.0,46.0,48.0,65.0,46.36363636363637,50.8,62.3,7.4
11006,D. Furtado,23,France,Rio Ave FC,64,73,700000,3000,LW,1600000.0,RES,2023.0,78.0,61.0,53.0,68.0,28.0,64.0,59.0,45.0,7.6
11007,Chema Núñez,22,Spain,Albacete BP,64,73,700000,2000,"CAM, ST",1200000.0,SUB,2022.0,66.0,54.0,65.0,68.0,41.0,63.54545454545455,64.8,53.2,10.8
11008,A. Kampetsis,21,Greece,Panathinaikos FC,64,73,700000,500,ST,1700000.0,RES,2021.0,70.0,63.0,48.0,60.0,24.0,62.72727272727273,57.6,42.9,9.4
11010,N. Ferraresi,21,Venezuela,Moreirense FC,64,73,650000,2000,"CB, RB",1500000.0,SUB,2023.0,61.0,26.0,42.0,34.0,66.0,38.45454545454545,43.8,60.1,9.6
11011,J. Björkengren,21,Sweden,Falkenbergs FF,64,73,650000,650,"CDM, CM",943000.0,LCM,2020.0,66.0,53.0,57.0,64.0,60.0,61.09090909090909,63.6,63.6,10.8
11012,D. Jones,23,United States,New England Revolution,64,73,625000,2000,"LB, LM",1100000.0,SUB,2023.0,83.0,57.0,57.0,63.0,59.0,62.54545454545455,61.6,62.3,10.4
11014,Jeka,22,Ukraine,Boavista FC,64,73,700000,2000,"LM, ST",1600000.0,SUB,2022.0,71.0,64.0,54.0,67.0,28.0,64.81818181818181,60.2,45.8,9.4
11015,A. Tordai,23,Romania,FC Viitorul,64,73,550000,2000,GK,853000.0,SUB,2023.0,20.25,35.5,18.0,18.0,12.333333333333334,25.272727272727273,25.8,22.5,62.8
11016,A. Phliponeau,20,France,Olympique de Marseille,64,73,650000,5000,"CDM, CM",1400000.0,RES,2022.0,51.0,44.0,63.0,60.0,60.0,55.09090909090909,61.4,62.7,8.8
11017,L. Bessilé,21,France,FC Girondins de Bordeaux,64,73,650000,4000,"CB, LB",1400000.0,RES,2022.0,69.0,34.0,48.0,58.0,65.0,49.72727272727273,52.8,63.4,9.2
11018,N. Kainourgios,21,Greece,SV Zulte-Waregem,64,73,625000,2000,LB,1100000.0,SUB,2021.0,63.0,49.0,54.0,58.0,60.0,56.72727272727273,59.4,63.1,10.4
11019,Javi Gómez,21,Spain,CF Fuenlabrada,64,73,700000,2000,"LM, RM, ST",1200000.0,SUB,2021.0,74.0,58.0,60.0,67.0,28.0,62.36363636363637,60.8,44.6,9.8
11020,R. Opruț,22,Romania,FC Hermannstadt,64,73,625000,2000,LB,969000.0,LB,2024.0,72.0,25.0,50.0,55.0,60.0,50.27272727272727,53.6,62.0,10.8
11021,B. Kemper,21,Netherlands,ADO Den Haag,64,73,625000,2000,LB,1000000.0,SUB,2023.0,68.0,36.0,49.0,62.0,63.0,54.0,56.8,64.1,10.0
11022,Saúl Crespo,23,Spain,SD Ponferradina,64,73,650000,2000,"CDM, CM, CB",1100000.0,SUB,2022.0,63.0,52.0,61.0,62.0,62.0,60.90909090909091,63.2,64.7,11.4
11023,A. Šabanadžović,21,Bosnia Herzegovina,AEK Athens,64,73,700000,500,"CM, CDM",1700000.0,SUB,2023.0,66.0,53.0,61.0,66.0,57.0,63.36363636363637,65.6,62.5,10.6
11024,A. Andrade,21,Panama,LASK Linz,64,73,700000,5000,"LM, RM, CB",1200000.0,SUB,2024.0,71.0,51.0,59.0,64.0,62.0,62.09090909090909,64.4,65.7,7.6
11025,G. Comas,22,Argentina,Unión de Santa Fe,64,73,675000,3000,CM,1100000.0,SUB,2022.0,64.0,57.0,63.0,68.0,62.0,63.81818181818182,65.6,64.2,9.6
11026,S. Lentinelly,22,Uruguay,Liverpool Fútbol Club,64,73,550000,500,GK,1300000.0,SUB,2024.0,23.75,31.0,20.75,32.25,10.333333333333334,27.727272727272727,30.8,26.6,61.6
11027,J. Martinez,20,Peru,Sport Huancayo,64,73,625000,500,"RB, RM",1500000.0,SUB,2021.0,71.0,54.0,60.0,62.0,59.0,59.63636363636363,62.2,63.0,10.0
11028,A. Contreras,19,Venezuela,Caracas FC,64,73,625000,500,"CDM, CM",1500000.0,CAM,2024.0,56.0,46.0,56.0,52.0,59.0,54.63636363636363,60.0,63.2,13.6
11029,Belman,21,Spain,Real Madrid,64,73,550000,12000,GK,1200000.0,RES,2021.0,26.25,33.75,19.75,24.75,12.0,22.272727272727273,24.8,23.7,63.8
11030,Bubacar Djaló,23,Portugal,HJK Helsinki,64,73,650000,500,"CDM, CM",1500000.0,SUB,2020.0,59.0,34.0,50.0,54.0,63.0,50.18181818181818,56.0,63.5,8.4
11031,A. Sienra,20,Argentina,Defensa y Justicia,64,73,625000,2000,LB,1100000.0,SUB,2023.0,72.0,37.0,55.0,64.0,60.0,55.36363636363637,59.2,62.5,10.2
11032,Fali Candé,22,Portugal,Portimonense SC,64,73,625000,2000,LB,1400000.0,RES,2024.0,71.0,40.0,54.0,60.0,59.0,55.36363636363637,59.2,62.2,10.2
11033,Jesús Ruiz,23,Spain,AD Alcorcón,64,73,550000,2000,GK,963000.0,RES,2022.0,47.25,32.5,27.5,33.25,17.666666666666668,32.90909090909091,36.2,31.6,62.6
11034,G. Frabotta,21,Italy,Juventus,64,73,625000,9000,LB,1200000.0,LM,2023.0,60.0,48.0,56.0,65.0,62.0,59.36363636363637,60.2,62.5,9.6
11035,T. Hall,23,Luxembourg,Gil Vicente FC,64,73,625000,2000,CB,1400000.0,SUB,2022.0,54.0,29.0,40.0,32.0,66.0,39.27272727272727,42.8,60.0,10.6
11036,Juanma Bravo,22,Spain,AD Alcorcón,64,73,675000,2000,CM,1200000.0,SUB,2024.0,64.0,59.0,62.0,64.0,61.0,63.63636363636363,65.2,64.5,10.8
11037,I. Näsberg,24,Norway,Vålerenga Fotball,64,72,600000,1000,CB,870000.0,LCB,2022.0,66.0,35.0,50.0,54.0,63.0,49.81818181818182,53.4,63.4,12.2
11038,N. Contini,24,Ukraine,Napoli,64,72,500000,7000,GK,950000.0,RES,2024.0,39.0,33.0,21.0,32.5,17.333333333333332,27.363636363636363,26.2,26.4,62.0
11039,F. Jagiełło,22,Poland,Genoa,64,72,650000,3000,"CM, CDM, CAM",1300000.0,RES,2023.0,71.0,56.0,64.0,68.0,47.0,63.45454545454545,66.0,57.9,10.8
11040,S. Kroll,23,Germany,SpVgg Unterhaching,64,72,500000,1000,GK,825000.0,SUB,2022.0,33.75,30.75,18.25,28.5,12.333333333333334,28.181818181818183,29.0,26.3,62.4
11041,A. Gersbach,23,Australia,Aarhus GF,64,72,600000,3000,LB,870000.0,SUB,2022.0,80.0,36.0,55.0,62.0,59.0,56.90909090909091,59.6,62.5,8.8
11043,Samu Casado,23,Spain,AD Alcorcón,64,72,500000,2000,GK,875000.0,SUB,2022.0,42.5,35.5,27.0,30.0,18.666666666666668,27.636363636363637,29.4,31.0,62.2
11044,C. Senior,23,England,Colchester United,64,72,675000,3000,RM,1300000.0,LM,2021.0,90.0,55.0,53.0,69.0,34.0,62.36363636363637,59.6,47.7,12.2
11045,B. Stevenson,23,England,Colchester United,64,72,600000,3000,"CDM, CM",1200000.0,LDM,2021.0,70.0,60.0,65.0,64.0,58.0,63.72727272727273,66.0,63.3,11.2
11046,E. Wichne,23,Norway,IK Start,64,72,600000,850,"RB, RWB",870000.0,RB,2020.0,77.0,42.0,60.0,60.0,58.0,57.18181818181818,61.4,62.8,12.8
11047,Z. Westbrooke,23,England,Bristol Rovers,64,72,650000,2000,CM,1300000.0,RCM,2023.0,63.0,61.0,66.0,63.0,54.0,63.0,65.6,60.6,11.0
11048,S. Gartenmann,23,Denmark,SønderjyskE,64,72,600000,3000,"CB, LB, RB",870000.0,LCB,2022.0,60.0,33.0,54.0,54.0,63.0,52.27272727272727,57.6,64.5,11.4
11049,H. Alpsoy,23,Turkey,Antalyaspor,64,72,600000,3000,"CDM, CAM, CM",1300000.0,RES,2021.0,71.0,50.0,60.0,61.0,62.0,59.90909090909091,62.8,64.0,9.4
11050,J. Thompson,23,Northern Ireland,Stoke City,64,72,650000,6000,"CM, CAM",1400000.0,SUB,2022.0,71.0,53.0,62.0,67.0,55.0,63.18181818181818,66.0,62.1,9.8
11051,Q. Braat,22,France,Chamois Niortais Football Club,64,72,500000,1000,GK,975000.0,SUB,2022.0,25.75,30.75,17.0,26.0,12.0,21.0,22.2,22.1,64.4
11052,M. Lis,23,Poland,Wisła Kraków,64,72,500000,900,GK,775000.0,GK,2021.0,29.25,28.25,14.25,23.75,9.666666666666666,21.181818181818183,21.6,20.6,62.8
11053,C. Brittain,22,England,Milton Keynes Dons,64,72,600000,2000,"RB, RWB",1200000.0,RWB,2022.0,79.0,51.0,58.0,65.0,57.0,60.36363636363637,62.2,61.9,11.6
11054,Lee Sang Heon,22,Korea Republic,Ulsan Hyundai FC,64,72,675000,2000,"CAM, ST",1000000.0,SUB,2023.0,72.0,60.0,57.0,67.0,45.0,64.54545454545455,64.2,55.4,12.2
11055,M. Opondo,22,Uganda,Odense Boldklub,64,72,650000,3000,CM,943000.0,SUB,2023.0,74.0,58.0,58.0,67.0,55.0,63.81818181818182,66.0,63.3,10.4
11056,T. Lowery,22,England,Crewe Alexandra,64,72,650000,2000,CM,1300000.0,SUB,2021.0,69.0,56.0,62.0,68.0,52.0,62.72727272727273,66.0,59.2,10.2
11057,G. Tormin,22,France,La Berrichonne de Châteauroux,64,72,675000,2000,"RM, ST",1300000.0,SUB,2022.0,80.0,56.0,59.0,67.0,31.0,62.18181818181818,61.4,48.9,12.0
11058,Strefezza,23,Brazil,SPAL,64,72,675000,500,"RM, LM",1600000.0,LM,2022.0,82.0,46.0,57.0,70.0,26.0,61.0,60.2,44.8,10.8
11059,L. Dias,21,France,Nîmes Olympique,64,72,525000,3000,GK,1200000.0,SUB,2022.0,24.0,29.0,16.25,27.25,12.0,20.727272727272727,22.8,22.2,62.8
11060,B. Passi,22,France,Chamois Niortais Football Club,64,72,600000,1000,"CB, CDM",1200000.0,SUB,2022.0,36.0,39.0,58.0,54.0,63.0,49.90909090909091,55.4,62.6,9.6
11061,K. Lankford,21,Germany,FC St. Pauli,64,72,675000,3000,"LM, RM",1200000.0,SUB,2022.0,77.0,53.0,59.0,68.0,21.0,61.36363636363637,59.6,42.8,11.8
11064,F. Wagner,22,Germany,KFC Uerdingen 05,64,72,650000,2000,"CM, CDM",1100000.0,RDM,2022.0,66.0,59.0,55.0,64.0,64.0,62.72727272727273,64.8,66.0,9.8
11065,D. Oko,23,Poland,Zagłębie Lubin,64,72,600000,2000,CB,930000.0,SUB,2022.0,43.0,24.0,35.0,40.0,64.0,40.0,43.0,59.4,8.4
11066,João Queirós,22,Portugal,1. FC Köln,64,72,600000,5000,CB,1200000.0,RES,2022.0,51.0,34.0,49.0,43.0,65.0,44.18181818181818,50.0,62.0,6.6
11067,A. Kecskés,24,Hungary,FC Lugano,64,72,600000,2000,CB,990000.0,RCB,2021.0,52.0,31.0,43.0,39.0,65.0,42.72727272727273,47.8,61.6,11.0
11068,I. Boonen,21,Belgium,KV Oostende,64,72,675000,2000,"CAM, RW, ST",1100000.0,SUB,2021.0,66.0,65.0,61.0,68.0,31.0,65.0,63.0,49.4,10.6
11069,T. van de Looi,20,Netherlands,Brescia,64,72,625000,500,"CDM, CM",1500000.0,RES,2023.0,61.0,49.0,61.0,64.0,59.0,60.54545454545455,64.2,63.1,9.6
11070,F. García,20,Argentina,CD Leganés,64,72,625000,2000,CDM,1100000.0,RES,2023.0,56.0,49.0,60.0,58.0,63.0,57.63636363636363,61.4,63.3,11.0
11071,Chuca,23,Spain,Wisła Kraków,64,72,650000,1000,"CM, RM",1000000.0,LDM,2022.0,55.0,56.0,63.0,67.0,56.0,63.63636363636363,65.2,60.4,11.4
11072,Chen Binbin,22,China PR,Shanghai SIPG FC,64,72,675000,3000,"LW, LM",1200000.0,SUB,2021.0,81.0,60.0,60.0,63.0,39.0,63.45454545454545,61.8,52.9,9.6
11073,Iñigo Muñoz,23,Spain,C.D. Castellón,64,72,675000,2000,"RM, LM, LB",1200000.0,RES,2021.0,87.0,56.0,57.0,71.0,38.0,62.63636363636363,60.2,49.3,10.6
11074,N. Carnat,22,Romania,Sepsi OSK,64,72,675000,3000,"RW, LW, ST",1000000.0,RS,2021.0,78.0,57.0,60.0,65.0,42.0,63.18181818181818,63.6,54.5,11.0
11075,C. Hazard,22,Northern Ireland,Celtic,64,72,500000,7000,GK,1000000.0,RES,2023.0,26.0,31.5,17.25,20.5,11.666666666666666,22.272727272727273,25.4,23.1,65.0
11076,N. Thaller,21,Argentina,Club Atlético Lanús,64,72,600000,3000,CB,1000000.0,SUB,2021.0,52.0,31.0,47.0,48.0,65.0,46.18181818181818,50.8,61.9,8.2
11077,A. Spahić,23,Bosnia Herzegovina,1. FC Kaiserslautern,64,72,500000,900,GK,825000.0,GK,2023.0,27.0,29.25,23.0,23.25,11.0,25.727272727272727,29.4,24.7,64.0
